model,forecast,se,forecast.date,date,observed
N1,5.511766666666655,NA,NA,2015-05-01,NA
N2,5.455883333333327,NA,NA,2015-05-01,NA
N.best,5.39653300250443,NA,NA,2015-06-01,NA
N1,5.33526666666668,NA,NA,2015-06-01,NA
N2,5.4577993383421814,NA,NA,2015-06-01,NA
N.best,5.468794643772953,NA,NA,2015-07-01,NA
N1,5.522396666666654,NA,NA,2015-07-01,NA
N2,5.415192620879252,NA,NA,2015-07-01,NA
N.best,5.144367703073437,NA,NA,2015-08-01,NA
N1,5.140823333333324,NA,NA,2015-08-01,NA
N2,5.147912072813551,NA,NA,2015-08-01,NA
N.best,5.097875035725167,NA,NA,2015-09-01,NA
N1,5.1165266666666644,NA,NA,2015-09-01,NA
N2,5.07922340478367,NA,NA,2015-09-01,NA
N.best,5.025310473471558,NA,NA,2015-10-01,NA
N1,5.0536833333333355,NA,NA,2015-10-01,NA
N2,4.996937613609782,NA,NA,2015-10-01,NA
N.best,4.997923561234428,NA,NA,2015-11-01,NA
N1,5.0149399999999895,NA,NA,2015-11-01,NA
N2,4.980907122468866,NA,NA,2015-11-01,NA
N.best,5.050641643151363,NA,NA,2015-12-01,NA
N1,5.042736666666667,NA,NA,2015-12-01,NA
N2,5.058546619636059,NA,NA,2015-12-01,NA
N.best,5.023750916230005,NA,NA,2016-01-01,NA
N1,5.032116666666667,NA,NA,2016-01-01,NA
N2,5.015385165793345,NA,NA,2016-01-01,NA
N.best,4.974667449736208,NA,NA,2016-02-01,NA
N1,5.041160000000014,NA,NA,2016-02-01,NA
N2,4.908174899472401,NA,NA,2016-02-01,NA
N.best,4.977662499999999,NA,NA,2016-03-01,NA
N1,5.003549999999998,NA,NA,2016-03-01,NA
N2,4.951775,NA,NA,2016-03-01,NA
N.best,5.083584999999992,NA,NA,2016-04-01,NA
N1,5.111446666666656,NA,NA,2016-04-01,NA
N2,5.055723333333328,NA,NA,2016-04-01,NA
N.best,4.955277500000001,NA,NA,2016-05-01,NA
N1,4.907036666666668,NA,NA,2016-05-01,NA
N2,5.003518333333334,NA,NA,2016-05-01,NA
N.best,4.94260250000001,NA,NA,2016-06-01,NA
N1,4.990136666666681,NA,NA,2016-06-01,NA
N2,4.89506833333334,NA,NA,2016-06-01,NA
N.best,4.893342500000001,NA,NA,2016-07-01,NA
N1,4.891123333333334,NA,NA,2016-07-01,NA
N2,4.8955616666666675,NA,NA,2016-07-01,NA
N.best,4.921937500000008,NA,NA,2016-08-01,NA
N1,4.9625833333333444,NA,NA,2016-08-01,NA
N2,4.881291666666672,NA,NA,2016-08-01,NA
N.best,4.952935000000004,NA,NA,2016-09-01,NA
N1,4.970580000000005,NA,NA,2016-09-01,NA
N2,4.935290000000003,NA,NA,2016-09-01,NA
N.best,4.932357500000014,NA,NA,2016-10-01,NA
N1,4.90981000000002,NA,NA,2016-10-01,NA
N2,4.95490500000001,NA,NA,2016-10-01,NA
N.best,4.852545000000001,NA,NA,2016-11-01,NA
N1,4.836726666666667,NA,NA,2016-11-01,NA
N2,4.868363333333334,NA,NA,2016-11-01,NA
N.best,4.823337500000001,NA,NA,2016-12-01,NA
N1,4.864450000000001,NA,NA,2016-12-01,NA
N2,4.782225,NA,NA,2016-12-01,NA
N.best,4.657190000000001,NA,NA,2017-01-01,NA
N1,4.642920000000001,NA,NA,2017-01-01,NA
N2,4.671460000000001,NA,NA,2017-01-01,NA
N.best,4.619089999999991,NA,NA,2017-02-01,NA
N1,4.592119999999988,NA,NA,2017-02-01,NA
N2,4.646059999999994,NA,NA,2017-02-01,NA
N.best,4.551597500000005,NA,NA,2017-03-01,NA
N1,4.53546333333334,NA,NA,2017-03-01,NA
N2,4.56773166666667,NA,NA,2017-03-01,NA
N.best,4.5022224999999985,NA,NA,2017-04-01,NA
N1,4.536296666666664,NA,NA,2017-04-01,NA
N2,4.468148333333332,NA,NA,2017-04-01,NA
N.best,4.395155000000008,NA,NA,2017-05-01,NA
N1,4.360206666666676,NA,NA,2017-05-01,NA
N2,4.430103333333339,NA,NA,2017-05-01,NA
N.best,4.420302499999991,NA,NA,2017-06-01,NA
N1,4.427069999999989,NA,NA,2017-06-01,NA
N2,4.413534999999994,NA,NA,2017-06-01,NA
N.best,4.338140000000001,NA,NA,2017-07-01,NA
N1,4.350853333333334,NA,NA,2017-07-01,NA
N2,4.325426666666667,NA,NA,2017-07-01,NA
N.best,4.317522500000008,NA,NA,2017-08-01,NA
N1,4.3233633333333445,NA,NA,2017-08-01,NA
N2,4.311681666666672,NA,NA,2017-08-01,NA
N.best,4.260532500000012,NA,NA,2017-09-01,NA
N1,4.214043333333349,NA,NA,2017-09-01,NA
N2,4.3070216666666745,NA,NA,2017-09-01,NA
N.best,4.251204999999994,NA,NA,2017-10-01,NA
N1,4.268273333333326,NA,NA,2017-10-01,NA
N2,4.234136666666663,NA,NA,2017-10-01,NA
N.best,4.153065000000007,NA,NA,2017-11-01,NA
N1,4.170753333333343,NA,NA,2017-11-01,NA
N2,4.135376666666671,NA,NA,2017-11-01,NA
N.best,4.083069999999993,NA,NA,2017-12-01,NA
N1,4.044093333333324,NA,NA,2017-12-01,NA
N2,4.122046666666662,NA,NA,2017-12-01,NA
N.best,4.0772675,NA,NA,2018-01-01,NA
N1,4.069689999999999,NA,NA,2018-01-01,NA
N2,4.084845,NA,NA,2018-01-01,NA
N.best,4.087504999999997,NA,NA,2018-02-01,NA
N1,4.1166733333333285,NA,NA,2018-02-01,NA
N2,4.058336666666664,NA,NA,2018-02-01,NA
N.best,4.019122499999998,NA,NA,2018-03-01,NA
N1,3.992163333333331,NA,NA,2018-03-01,NA
N2,4.046081666666665,NA,NA,2018-03-01,NA
N.best,4.007144999999998,NA,NA,2018-04-01,NA
N1,4.009526666666663,NA,NA,2018-04-01,NA
N2,4.004763333333331,NA,NA,2018-04-01,NA
N.best,3.904504999999988,NA,NA,2018-05-01,NA
N1,3.8726733333333168,NA,NA,2018-05-01,NA
N2,3.9363366666666586,NA,NA,2018-05-01,NA
N.best,3.972092499999997,NA,NA,2018-06-01,NA
N1,4.029456666666663,NA,NA,2018-06-01,NA
N2,3.9147283333333314,NA,NA,2018-06-01,NA
N.best,3.8641549999999922,NA,NA,2018-07-01,NA
N1,3.818873333333323,NA,NA,2018-07-01,NA
N2,3.909436666666662,NA,NA,2018-07-01,NA
N.best,3.8426024999999875,NA,NA,2018-08-01,NA
N1,3.8568033333333163,NA,NA,2018-08-01,NA
N2,3.8284016666666583,NA,NA,2018-08-01,NA
N.best,3.753852500000005,NA,NA,2018-09-01,NA
N1,3.7384700000000066,NA,NA,2018-09-01,NA
N2,3.7692350000000032,NA,NA,2018-09-01,NA
N.best,3.7409274999999935,NA,NA,2018-10-01,NA
N1,3.754569999999991,NA,NA,2018-10-01,NA
N2,3.7272849999999957,NA,NA,2018-10-01,NA
N.best,3.758967499999997,NA,NA,2018-11-01,NA
N1,3.7452899999999967,NA,NA,2018-11-01,NA
N2,3.772644999999998,NA,NA,2018-11-01,NA
N.best,3.8531000000000013,NA,NA,2018-12-01,NA
N1,3.8708000000000022,NA,NA,2018-12-01,NA
N2,3.835400000000001,NA,NA,2018-12-01,NA
N.best,3.916450000000003,NA,NA,2019-01-01,NA
N1,3.9219333333333375,NA,NA,2019-01-01,NA
N2,3.9109666666666687,NA,NA,2019-01-01,NA
N.best,3.9002874999999886,NA,NA,2019-02-01,NA
N1,3.8670499999999852,NA,NA,2019-02-01,NA
N2,3.9335249999999924,NA,NA,2019-02-01,NA
N.best,3.837502499999988,NA,NA,2019-03-01,NA
N1,3.8500033333333175,NA,NA,2019-03-01,NA
N2,3.8250016666666586,NA,NA,2019-03-01,NA
N.best,3.7691825000000048,NA,NA,2019-04-01,NA
N1,3.758910000000006,NA,NA,2019-04-01,NA
N2,3.779455000000003,NA,NA,2019-04-01,NA
N.best,3.7533700000000074,NA,NA,2019-05-01,NA
N1,3.7711600000000103,NA,NA,2019-05-01,NA
N2,3.735580000000005,NA,NA,2019-05-01,NA
N.best,3.6663824999999894,NA,NA,2019-06-01,NA
N1,3.655176666666653,NA,NA,2019-06-01,NA
N2,3.6775883333333264,NA,NA,2019-06-01,NA
N.best,3.6764999999999954,NA,NA,2019-07-01,NA
N1,3.7019999999999937,NA,NA,2019-07-01,NA
N2,3.650999999999997,NA,NA,2019-07-01,NA
N.best,3.796215000000006,NA,NA,2019-08-01,NA
N1,3.861620000000008,NA,NA,2019-08-01,NA
N2,3.730810000000004,NA,NA,2019-08-01,NA
N.best,3.711494999999996,NA,NA,2019-09-01,NA
N1,3.7153266666666616,NA,NA,2019-09-01,NA
N2,3.707663333333331,NA,NA,2019-09-01,NA
N.best,3.643467499999987,NA,NA,2019-10-01,NA
N1,3.6912899999999826,NA,NA,2019-10-01,NA
N2,3.5956449999999913,NA,NA,2019-10-01,NA
N.best,3.6550449999999928,NA,NA,2019-11-01,NA
N1,3.6733933333333235,NA,NA,2019-11-01,NA
N2,3.636696666666662,NA,NA,2019-11-01,NA
N.best,3.6602524999999897,NA,NA,2019-12-01,NA
N1,3.6803366666666526,NA,NA,2019-12-01,NA
N2,3.6401683333333263,NA,NA,2019-12-01,NA
N.best,3.593602499999996,NA,NA,2020-01-01,NA
N1,3.5914699999999944,NA,NA,2020-01-01,NA
N2,3.5957349999999972,NA,NA,2020-01-01,NA
peLasso,5.45270874403407,NA,NA,2015-06-01,NA
peLasso,5.419092437941223,NA,NA,2015-07-01,NA
peLasso,5.0879659523132625,NA,NA,2015-08-01,NA
peLasso,5.0329783123038965,NA,NA,2015-09-01,NA
peLasso,4.9682248039060015,NA,NA,2015-10-01,NA
peLasso,4.941996252259607,NA,NA,2015-11-01,NA
peLasso,5.055484117244319,NA,NA,2015-12-01,NA
peLasso,5.000392870861307,NA,NA,2016-01-01,NA
peLasso,4.779203330231213,NA,NA,2016-02-01,NA
peLasso,4.842702242147414,NA,NA,2016-03-01,NA
peLasso,4.959691498841002,NA,NA,2016-04-01,NA
peLasso,4.955993974951,NA,NA,2016-05-01,NA
peLasso,4.863093838146378,NA,NA,2016-06-01,NA
peLasso,4.790700117372081,NA,NA,2016-07-01,NA
peLasso,4.831127623574661,NA,NA,2016-08-01,NA
peLasso,4.830814877662844,NA,NA,2016-09-01,NA
peLasso,4.877298397202023,NA,NA,2016-10-01,NA
peLasso,4.830000267459233,NA,NA,2016-11-01,NA
peLasso,4.676957640888807,NA,NA,2016-12-01,NA
peLasso,4.52406429525936,NA,NA,2017-01-01,NA
peLasso,4.639808383928093,NA,NA,2017-02-01,NA
peLasso,4.549370323139514,NA,NA,2017-03-01,NA
peLasso,4.361152338222362,NA,NA,2017-04-01,NA
peLasso,4.333019611011971,NA,NA,2017-05-01,NA
peLasso,4.363665966940863,NA,NA,2017-06-01,NA
peLasso,4.287384697447742,NA,NA,2017-07-01,NA
peLasso,4.249039315440547,NA,NA,2017-08-01,NA
peLasso,4.296066680566532,NA,NA,2017-09-01,NA
peLasso,4.223336106361231,NA,NA,2017-10-01,NA
peLasso,4.024840559300016,NA,NA,2017-11-01,NA
peLasso,4.032231932925977,NA,NA,2017-12-01,NA
peLasso,4.084998258579139,NA,NA,2018-01-01,NA
peLasso,3.9999650610185977,NA,NA,2018-02-01,NA
peLasso,3.9340191919615988,NA,NA,2018-03-01,NA
peLasso,3.9833261921898315,NA,NA,2018-04-01,NA
peLasso,3.918831364877973,NA,NA,2018-05-01,NA
peLasso,3.892427401571347,NA,NA,2018-06-01,NA
peLasso,3.8267249925130695,NA,NA,2018-07-01,NA
peLasso,3.8033875175381624,NA,NA,2018-08-01,NA
peLasso,3.6666235902323527,NA,NA,2018-09-01,NA
peLasso,3.6766697024159853,NA,NA,2018-10-01,NA
peLasso,3.7610015870681406,NA,NA,2018-11-01,NA
peLasso,3.7717352331967153,NA,NA,2018-12-01,NA
peLasso,3.8769351469403173,NA,NA,2019-01-01,NA
peLasso,3.9328025757609884,NA,NA,2019-02-01,NA
peLasso,3.890773506184907,NA,NA,2019-03-01,NA
peLasso,3.790675400850976,NA,NA,2019-04-01,NA
peLasso,3.802443960106562,NA,NA,2019-05-01,NA
peLasso,3.625194176241516,NA,NA,2019-06-01,NA
peLasso,3.6856336804278556,NA,NA,2019-07-01,NA
peLasso,3.6679102668839176,NA,NA,2019-08-01,NA
peLasso,3.691756560246688,NA,NA,2019-09-01,NA
peLasso,3.617377687113315,NA,NA,2019-10-01,NA
peLasso,3.6056805676333803,NA,NA,2019-11-01,NA
peLasso,3.6045444798699924,NA,NA,2019-12-01,NA
peLasso,3.6125267399015097,NA,NA,2020-01-01,NA
lasso,5.523605158153315,NA,NA,2015-06-01,NA
lasso,5.4399999999999995,NA,NA,2015-07-01,NA
lasso,5.4,NA,NA,2015-08-01,NA
lasso,5.08888808583058,NA,NA,2015-09-01,NA
lasso,4.983120658889842,NA,NA,2015-10-01,NA
lasso,4.981019019243583,NA,NA,2015-11-01,NA
lasso,5.00315117292076,NA,NA,2015-12-01,NA
lasso,5.005157451606215,NA,NA,2016-01-01,NA
lasso,4.936821660529574,NA,NA,2016-02-01,NA
lasso,4.944220639719452,NA,NA,2016-03-01,NA
lasso,5.009734702860035,NA,NA,2016-04-01,NA
lasso,4.89821510407492,NA,NA,2016-05-01,NA
lasso,4.787437283596768,NA,NA,2016-06-01,NA
lasso,4.86441824385097,NA,NA,2016-07-01,NA
lasso,4.8618022814585355,NA,NA,2016-08-01,NA
lasso,4.93134677840752,NA,NA,2016-09-01,NA
lasso,4.909119044517123,NA,NA,2016-10-01,NA
lasso,4.823863919210444,NA,NA,2016-11-01,NA
lasso,4.824519056142362,NA,NA,2016-12-01,NA
lasso,4.690096722354971,NA,NA,2017-01-01,NA
lasso,4.56911489060451,NA,NA,2017-02-01,NA
lasso,4.511564314105106,NA,NA,2017-03-01,NA
lasso,4.507451722500342,NA,NA,2017-04-01,NA
lasso,4.420579430840423,NA,NA,2017-05-01,NA
lasso,4.386023277588112,NA,NA,2017-06-01,NA
lasso,4.293277591812961,NA,NA,2017-07-01,NA
lasso,4.292158846770458,NA,NA,2017-08-01,NA
lasso,4.252445473897151,NA,NA,2017-09-01,NA
lasso,4.245449925318805,NA,NA,2017-10-01,NA
lasso,4.149831839599881,NA,NA,2017-11-01,NA
lasso,4.085845021416922,NA,NA,2017-12-01,NA
lasso,4.030044746278481,NA,NA,2018-01-01,NA
lasso,4.070675701209858,NA,NA,2018-02-01,NA
lasso,4.061165964848381,NA,NA,2018-03-01,NA
lasso,3.9730916035682418,NA,NA,2018-04-01,NA
lasso,3.8743347601891616,NA,NA,2018-05-01,NA
lasso,3.9358658440413072,NA,NA,2018-06-01,NA
lasso,3.8645845369460683,NA,NA,2018-07-01,NA
lasso,3.8256366099766077,NA,NA,2018-08-01,NA
lasso,3.756367476474676,NA,NA,2018-09-01,NA
lasso,3.7357678275836457,NA,NA,2018-10-01,NA
lasso,3.752266397272474,NA,NA,2018-11-01,NA
lasso,3.8525321216221826,NA,NA,2018-12-01,NA
lasso,3.912029399832102,NA,NA,2019-01-01,NA
lasso,3.889034423494567,NA,NA,2019-02-01,NA
lasso,3.841521764917429,NA,NA,2019-03-01,NA
lasso,3.7662691916727047,NA,NA,2019-04-01,NA
lasso,3.758898837448264,NA,NA,2019-05-01,NA
lasso,3.6619247174695633,NA,NA,2019-06-01,NA
lasso,3.681117557385139,NA,NA,2019-07-01,NA
lasso,3.802000504021643,NA,NA,2019-08-01,NA
lasso,3.6970021068381955,NA,NA,2019-09-01,NA
lasso,3.6291644660373277,NA,NA,2019-10-01,NA
lasso,3.6338437162559822,NA,NA,2019-11-01,NA
lasso,3.6377542620019243,NA,NA,2019-12-01,NA
lasso,3.5685915045851133,NA,NA,2020-01-01,NA
